                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    238,                 1.0851,                0.91454,                 1.3523,                0.92458,                0.90797,                0.95729,                0.71069,                0.96832,                0.54949,                 1.2567,              0.0076636,              0.0076636,              0.0076636
                    239,                 1.0949,                0.91835,                 1.3499,                0.92573,                0.90935,                 0.9575,                0.71132,                0.96709,                0.54823,                 1.2556,              0.0076537,              0.0076537,              0.0076537
                    240,                 1.0901,                0.91782,                 1.3519,                0.92629,                0.90905,                0.95788,                0.71187,                0.96605,                0.54759,                 1.2548,              0.0076438,              0.0076438,              0.0076438
                    241,                 1.0913,                0.91355,                   1.35,                 0.9269,                0.90955,                0.95802,                 0.7126,                0.96504,                0.54646,                 1.2539,              0.0076339,              0.0076339,              0.0076339
                    242,                 1.0884,                0.90435,                 1.3446,                0.92588,                0.91108,                0.95808,                0.71327,                0.96371,                0.54554,                 1.2526,               0.007624,               0.007624,               0.007624
                    243,                 1.0873,                0.91574,                 1.3497,                0.92597,                0.91136,                0.95854,                0.71412,                 0.9626,                0.54459,                 1.2515,              0.0076141,              0.0076141,              0.0076141
                    244,                 1.0889,                0.90082,                 1.3481,                0.92562,                0.91225,                 0.9587,                0.71419,                0.96135,                0.54377,                 1.2501,              0.0076042,              0.0076042,              0.0076042
                    245,                 1.0802,                0.89405,                 1.3429,                0.92641,                 0.9122,                0.95905,                0.71444,                0.96049,                0.54274,                 1.2494,              0.0075943,              0.0075943,              0.0075943
                    246,                 1.0844,                0.90969,                 1.3437,                0.92661,                 0.9118,                0.95931,                0.71483,                0.95959,                0.54189,                 1.2486,              0.0075844,              0.0075844,              0.0075844
                    247,                 1.0846,                0.90418,                 1.3459,                0.92659,                0.91318,                0.95951,                0.71525,                0.95836,                0.54104,                 1.2474,              0.0075745,              0.0075745,              0.0075745
                    248,                 1.0826,                0.90795,                 1.3436,                0.92717,                0.91352,                0.95951,                0.71587,                0.95726,                0.54009,                 1.2462,              0.0075646,              0.0075646,              0.0075646
                    249,                 1.0817,                0.90603,                 1.3458,                 0.9271,                0.91434,                0.95974,                0.71608,                0.95607,                0.53925,                  1.245,              0.0075547,              0.0075547,              0.0075547
                    250,                 1.0805,                 0.8985,                 1.3425,                0.92898,                0.91406,                0.96001,                0.71681,                0.95502,                0.53855,                 1.2441,              0.0075448,              0.0075448,              0.0075448
                    251,                 1.0778,                0.89251,                 1.3412,                 0.9279,                0.91511,                0.96016,                0.71769,                0.95395,                0.53753,                 1.2432,              0.0075349,              0.0075349,              0.0075349
                    252,                 1.0846,                0.90149,                 1.3429,                0.92619,                  0.916,                0.96008,                0.71798,                0.95303,                0.53658,                 1.2422,               0.007525,               0.007525,               0.007525
                    253,                 1.0751,                 0.8952,                 1.3391,                0.92418,                0.91805,                0.96013,                0.71861,                0.95216,                0.53581,                 1.2412,              0.0075151,              0.0075151,              0.0075151
                    254,                  1.083,                0.89877,                 1.3441,                0.92512,                0.91658,                0.96013,                0.71886,                0.95095,                0.53494,                 1.2399,              0.0075052,              0.0075052,              0.0075052
                    255,                 1.0741,                  0.892,                 1.3354,                0.92352,                0.91842,                0.96023,                0.71969,                0.94995,                0.53416,                  1.239,              0.0074953,              0.0074953,              0.0074953
                    256,                  1.074,                0.89327,                 1.3345,                0.92413,                 0.9185,                0.96072,                0.72058,                0.94897,                0.53367,                 1.2381,              0.0074854,              0.0074854,              0.0074854
                    257,                 1.0718,                0.88793,                 1.3369,                0.92264,                0.92135,                0.96052,                0.72079,                0.94759,                0.53238,                 1.2371,              0.0074755,              0.0074755,              0.0074755
                    258,                  1.016,                0.82267,                 1.3014,                 0.9221,                0.92182,                0.96096,                 0.7213,                0.94639,                0.53166,                 1.2361,              0.0074656,              0.0074656,              0.0074656
                    259,                 1.0452,                0.85623,                 1.3203,                0.92527,                0.91975,                0.96106,                0.72162,                0.94537,                0.53093,                 1.2352,              0.0074557,              0.0074557,              0.0074557
                    260,                   1.06,                0.87242,                  1.327,                0.92513,                0.92018,                0.96128,                0.72185,                 0.9441,                0.53029,                  1.234,              0.0074458,              0.0074458,              0.0074458
                    261,                 1.0596,                0.88069,                 1.3336,                0.92673,                0.91855,                0.96097,                0.72175,                0.94332,                0.52989,                 1.2334,              0.0074359,              0.0074359,              0.0074359
                    262,                 1.0628,                0.87998,                  1.332,                0.92824,                0.91817,                0.96118,                0.72269,                0.94228,                0.52946,                 1.2327,               0.007426,               0.007426,               0.007426
                    263,                 1.0791,                0.89032,                 1.3423,                0.92805,                0.91777,                0.96122,                0.72313,                0.94129,                0.52892,                 1.2319,              0.0074161,              0.0074161,              0.0074161
                    264,                 1.0728,                0.88161,                 1.3354,                 0.9275,                0.91807,                0.96125,                0.72366,                0.94051,                0.52814,                 1.2314,              0.0074062,              0.0074062,              0.0074062
                    265,                 1.0752,                0.89992,                 1.3405,                0.92843,                0.91808,                0.96143,                0.72375,                0.93971,                0.52761,                 1.2307,              0.0073963,              0.0073963,              0.0073963
                    266,                 1.0784,                0.89616,                 1.3419,                0.92635,                0.92103,                 0.9614,                0.72406,                0.93862,                0.52707,                 1.2296,              0.0073864,              0.0073864,              0.0073864
                    267,                 1.0744,                0.89299,                  1.338,                0.92791,                0.91911,                0.96129,                0.72424,                0.93789,                0.52666,                  1.229,              0.0073765,              0.0073765,              0.0073765
                    268,                 1.0755,                 0.8997,                 1.3456,                0.92794,                0.91979,                 0.9614,                0.72463,                0.93712,                0.52601,                 1.2282,              0.0073666,              0.0073666,              0.0073666
                    269,                 1.0786,                 0.8939,                 1.3448,                0.92775,                0.91949,                0.96143,                0.72541,                 0.9363,                0.52538,                 1.2275,              0.0073567,              0.0073567,              0.0073567
                    270,                 1.0757,                0.89331,                 1.3419,                0.92849,                0.91827,                0.96144,                0.72568,                0.93575,                0.52482,                  1.227,              0.0073468,              0.0073468,              0.0073468
                    271,                 1.0721,                0.89214,                 1.3375,                0.92966,                0.91798,                 0.9615,                0.72593,                0.93495,                0.52442,                 1.2263,              0.0073369,              0.0073369,              0.0073369
                    272,                  1.068,                0.88833,                 1.3328,                0.92853,                0.91884,                0.96174,                0.72605,                0.93434,                  0.524,                 1.2256,               0.007327,               0.007327,               0.007327
                    273,                 1.0765,                0.89108,                 1.3387,                0.92955,                0.91852,                0.96167,                0.72645,                 0.9337,                0.52336,                  1.225,              0.0073171,              0.0073171,              0.0073171
                    274,                 1.0701,                0.89807,                 1.3395,                0.92933,                0.91977,                0.96175,                0.72641,                 0.9333,                0.52267,                 1.2246,              0.0073072,              0.0073072,              0.0073072
                    275,                 1.0736,                0.90421,                 1.3417,                0.93075,                0.91905,                0.96179,                0.72711,                0.93231,                 0.5219,                 1.2238,              0.0072973,              0.0072973,              0.0072973
                    276,                 1.0727,                0.89556,                 1.3365,                0.93043,                0.92022,                0.96204,                0.72785,                0.93153,                0.52126,                 1.2229,              0.0072874,              0.0072874,              0.0072874
                    277,                 1.0699,                0.89435,                 1.3375,                0.93053,                0.92013,                0.96213,                0.72776,                0.93132,                0.52036,                 1.2225,              0.0072775,              0.0072775,              0.0072775
                    278,                 1.0737,                0.88583,                 1.3352,                0.93145,                0.91928,                0.96207,                  0.728,                0.93083,                0.51967,                 1.2219,              0.0072676,              0.0072676,              0.0072676
                    279,                 1.0698,                0.88297,                 1.3301,                0.93083,                0.91873,                0.96207,                0.72835,                0.93014,                0.51917,                 1.2211,              0.0072577,              0.0072577,              0.0072577
                    280,                  1.071,                 0.8894,                 1.3371,                0.93104,                0.91967,                0.96248,                0.72897,                0.92926,                0.51841,                 1.2202,              0.0072478,              0.0072478,              0.0072478
                    281,                 1.0693,                0.88529,                 1.3342,                0.93034,                0.91952,                0.96245,                0.72905,                0.92823,                0.51771,                 1.2196,              0.0072379,              0.0072379,              0.0072379
                    282,                 1.0719,                0.88354,                 1.3328,                0.93042,                0.91979,                0.96256,                0.72949,                0.92776,                0.51714,                  1.219,               0.007228,               0.007228,               0.007228
                    283,                 1.0725,                0.89093,                 1.3375,                0.93073,                0.92006,                0.96273,                0.72962,                0.92694,                0.51699,                 1.2183,              0.0072181,              0.0072181,              0.0072181
                    284,                 1.0652,                  0.884,                   1.33,                0.93076,                0.92084,                0.96284,                0.72951,                0.92627,                0.51611,                 1.2176,              0.0072082,              0.0072082,              0.0072082
                    285,                 1.0694,                0.88755,                  1.334,                0.93121,                0.92056,                0.96311,                0.72987,                 0.9258,                0.51571,                 1.2171,              0.0071983,              0.0071983,              0.0071983
                    286,                 1.0673,                0.88231,                 1.3343,                0.93147,                  0.921,                0.96318,                0.72952,                0.92531,                0.51542,                 1.2165,              0.0071884,              0.0071884,              0.0071884
                    287,                 1.0635,                 0.8789,                 1.3286,                0.93129,                0.92189,                0.96328,                0.72973,                0.92467,                0.51508,                  1.216,              0.0071785,              0.0071785,              0.0071785
                    288,                 1.0667,                0.87567,                 1.3309,                0.93114,                0.92209,                0.96332,                0.73039,                0.92417,                0.51435,                 1.2154,              0.0071686,              0.0071686,              0.0071686
                    289,                 1.0615,                 0.8818,                 1.3292,                0.93207,                0.92184,                0.96352,                 0.7309,                 0.9235,                 0.5139,                 1.2146,              0.0071587,              0.0071587,              0.0071587
                    290,                 1.0637,                0.87449,                 1.3298,                0.93114,                0.92288,                0.96363,                0.73116,                0.92271,                0.51327,                 1.2138,              0.0071488,              0.0071488,              0.0071488
                    291,                 1.0669,                0.87382,                 1.3294,                0.93055,                0.92376,                0.96341,                0.73127,                0.92193,                0.51222,                  1.213,              0.0071389,              0.0071389,              0.0071389
                    292,                 1.0624,                0.87708,                 1.3272,                0.93109,                0.92459,                0.96358,                 0.7314,                0.92114,                0.51203,                 1.2123,               0.007129,               0.007129,               0.007129
                    293,                  1.056,                0.87296,                 1.3252,                0.93087,                0.92521,                0.96377,                 0.7317,                0.92014,                0.51148,                 1.2113,              0.0071191,              0.0071191,              0.0071191
                    294,                 1.0603,                0.87715,                 1.3295,                0.93041,                0.92522,                0.96376,                 0.7319,                0.91928,                0.51093,                 1.2106,              0.0071092,              0.0071092,              0.0071092
                    295,                 1.0568,                0.87194,                 1.3205,                0.92949,                0.92764,                0.96376,                 0.7322,                0.91848,                 0.5101,                 1.2097,              0.0070993,              0.0070993,              0.0070993
                    296,                 1.0573,                0.87615,                 1.3289,                0.92821,                0.92767,                0.96365,                0.73246,                0.91778,                0.50954,                 1.2089,              0.0070894,              0.0070894,              0.0070894
                    297,                 1.0568,                 0.8765,                 1.3251,                 0.9279,                0.92748,                0.96401,                0.73307,                0.91694,                0.50915,                 1.2083,              0.0070795,              0.0070795,              0.0070795
                    298,                 1.0597,                0.87234,                 1.3289,                0.92778,                0.92816,                0.96412,                0.73331,                0.91606,                0.50827,                 1.2074,              0.0070696,              0.0070696,              0.0070696
                    299,                 1.0534,                0.86646,                 1.3253,                 0.9278,                0.92828,                0.96432,                 0.7339,                0.91563,                0.50754,                 1.2068,              0.0070597,              0.0070597,              0.0070597
                    300,                 1.0546,                0.86909,                 1.3234,                0.92819,                0.92897,                0.96485,                0.73475,                0.91469,                0.50699,                 1.2056,              0.0070498,              0.0070498,              0.0070498
                    301,                 1.0555,                0.87371,                 1.3226,                0.92751,                0.92858,                0.96485,                0.73521,                0.91381,                0.50638,                 1.2045,              0.0070399,              0.0070399,              0.0070399
                    302,                  1.055,                0.86793,                 1.3257,                0.92808,                0.92843,                0.96499,                0.73556,                 0.9132,                0.50572,                 1.2039,                0.00703,                0.00703,                0.00703
                    303,                 1.0554,                0.87434,                 1.3217,                0.92781,                0.92831,                0.96515,                0.73577,                0.91258,                0.50501,                 1.2032,              0.0070201,              0.0070201,              0.0070201
                    304,                  1.053,                0.85958,                 1.3218,                0.92838,                0.92894,                0.96523,                0.73619,                0.91163,                0.50461,                 1.2025,              0.0070102,              0.0070102,              0.0070102
                    305,                 1.0583,                 0.8736,                 1.3237,                 0.9296,                  0.928,                0.96533,                0.73635,                0.91127,                 0.5043,                 1.2019,              0.0070003,              0.0070003,              0.0070003
                    306,                 1.0572,                0.86559,                 1.3212,                0.92831,                0.92929,                0.96516,                0.73634,                0.91066,                0.50384,                  1.201,              0.0069904,              0.0069904,              0.0069904
                    307,                 1.0492,                0.85898,                 1.3201,                0.92754,                0.92983,                0.96512,                0.73624,                0.90991,                 0.5034,                 1.2002,              0.0069805,              0.0069805,              0.0069805
                    308,                 1.0529,                0.86413,                 1.3235,                0.92721,                0.92986,                0.96508,                0.73679,                 0.9088,                0.50278,                 1.1993,              0.0069706,              0.0069706,              0.0069706
                    309,                 1.0503,                0.86037,                 1.3155,                0.92903,                0.92916,                0.96506,                0.73684,                0.90791,                0.50223,                 1.1984,              0.0069607,              0.0069607,              0.0069607
                    310,                 1.0583,                0.87483,                 1.3259,                 0.9294,                0.92954,                0.96547,                0.73712,                0.90696,                0.50162,                 1.1976,              0.0069508,              0.0069508,              0.0069508
                    311,                 1.0485,                0.86584,                 1.3183,                 0.9294,                0.92902,                0.96545,                0.73777,                0.90597,                0.50125,                 1.1967,              0.0069409,              0.0069409,              0.0069409
                    312,                 1.0491,                0.86255,                 1.3221,                0.93025,                0.92886,                0.96552,                0.73772,                0.90553,                0.50068,                 1.1962,               0.006931,               0.006931,               0.006931
                    313,                 1.0516,                0.86328,                 1.3173,                0.92981,                0.92907,                0.96589,                0.73785,                0.90466,                0.50023,                 1.1952,              0.0069211,              0.0069211,              0.0069211
                    314,                 1.0567,                0.86451,                 1.3251,                0.92949,                0.93056,                  0.966,                0.73827,                0.90409,                0.49975,                 1.1949,              0.0069112,              0.0069112,              0.0069112
                    315,                 1.0486,                0.85998,                 1.3145,                0.92895,                0.93076,                0.96595,                0.73825,                0.90311,                0.49928,                 1.1942,              0.0069013,              0.0069013,              0.0069013
                    316,                 1.0463,                0.85429,                 1.3153,                0.92909,                0.93148,                0.96607,                0.73843,                0.90245,                0.49838,                 1.1936,              0.0068914,              0.0068914,              0.0068914
                    317,                 1.0509,                0.85399,                 1.3203,                0.92907,                0.93094,                0.96612,                0.73867,                0.90184,                0.49771,                 1.1931,              0.0068815,              0.0068815,              0.0068815
                    318,                 1.0532,                0.86329,                 1.3215,                0.92995,                0.93078,                0.96636,                0.73912,                0.90141,                0.49709,                 1.1926,              0.0068716,              0.0068716,              0.0068716
                    319,                 1.0408,                0.85075,                 1.3074,                0.93052,                0.93078,                0.96668,                0.73975,                 0.9008,                0.49629,                 1.1919,              0.0068617,              0.0068617,              0.0068617
                    320,                  1.047,                0.85534,                 1.3153,                0.93217,                0.92905,                0.96704,                0.73992,                0.89975,                0.49588,                 1.1908,              0.0068518,              0.0068518,              0.0068518
                    321,                 1.0435,                0.85155,                  1.313,                0.93189,                0.92786,                0.96687,                0.74077,                0.89919,                0.49511,                 1.1902,              0.0068419,              0.0068419,              0.0068419
                    322,                 1.0491,                0.85917,                 1.3201,                0.93265,                0.92729,                0.96707,                0.74136,                0.89824,                0.49422,                 1.1892,               0.006832,               0.006832,               0.006832
                    323,                 1.0444,                0.85005,                 1.3129,                0.93289,                0.92799,                0.96677,                0.74199,                0.89745,                0.49356,                 1.1883,              0.0068221,              0.0068221,              0.0068221
                    324,                 1.0413,                  0.857,                 1.3138,                 0.9331,                0.92877,                0.96715,                0.74238,                0.89649,                0.49311,                 1.1874,              0.0068122,              0.0068122,              0.0068122
                    325,                 1.0475,                0.85769,                 1.3163,                0.93349,                0.92881,                0.96704,                0.74256,                0.89586,                 0.4927,                  1.187,              0.0068023,              0.0068023,              0.0068023
                    326,                 1.0414,                0.84779,                 1.3142,                0.93297,                0.92899,                0.96722,                0.74217,                0.89496,                0.49248,                 1.1863,              0.0067924,              0.0067924,              0.0067924
                    327,                 1.0418,                0.84228,                  1.311,                0.93292,                 0.9284,                0.96725,                 0.7429,                0.89402,                0.49221,                 1.1856,              0.0067825,              0.0067825,              0.0067825
                    328,                 1.0446,                0.85308,                 1.3121,                0.93438,                0.92815,                0.96725,                0.74328,                0.89328,                0.49178,                 1.1851,              0.0067726,              0.0067726,              0.0067726
                    329,                  1.041,                 0.8532,                 1.3118,                0.93229,                0.93026,                0.96722,                0.74362,                0.89254,                 0.4915,                 1.1844,              0.0067627,              0.0067627,              0.0067627
                    330,                0.96378,                0.76334,                  1.261,                0.93423,                0.92883,                0.96727,                0.74391,                0.89163,                0.49117,                 1.1836,              0.0067528,              0.0067528,              0.0067528
                    331,                0.99615,                0.79773,                  1.282,                 0.9333,                0.93002,                0.96741,                0.74437,                0.89085,                0.49052,                 1.1829,              0.0067429,              0.0067429,              0.0067429
                    332,                 1.0094,                0.81176,                  1.287,                0.93347,                0.93061,                0.96759,                 0.7451,                0.88961,                0.48977,                 1.1818,               0.006733,               0.006733,               0.006733
                    333,                 1.0137,                0.82935,                  1.298,                0.93286,                0.93092,                0.96755,                0.74522,                0.88873,                0.48909,                  1.181,              0.0067231,              0.0067231,              0.0067231
                    334,                 1.0169,                0.82567,                 1.2943,                0.93512,                0.92922,                 0.9675,                0.74566,                0.88795,                0.48845,                 1.1804,              0.0067132,              0.0067132,              0.0067132
                    335,                 1.0322,                0.83646,                 1.3059,                 0.9324,                0.93195,                0.96738,                0.74598,                0.88732,                  0.488,                 1.1799,              0.0067033,              0.0067033,              0.0067033
                    336,                 1.0212,                0.82895,                 1.2957,                0.93179,                0.93254,                0.96744,                 0.7461,                0.88641,                 0.4876,                 1.1792,              0.0066934,              0.0066934,              0.0066934
                    337,                 1.0335,                0.84292,                 1.3087,                0.93204,                 0.9326,                0.96746,                0.74626,                0.88582,                0.48701,                 1.1788,              0.0066835,              0.0066835,              0.0066835
                    338,                 1.0294,                0.84515,                 1.3051,                0.93251,                0.93256,                0.96748,                0.74681,                0.88514,                0.48667,                 1.1782,              0.0066736,              0.0066736,              0.0066736
                    339,                 1.0344,                0.84014,                 1.3067,                0.93285,                0.93223,                0.96762,                0.74707,                0.88476,                0.48598,                 1.1777,              0.0066637,              0.0066637,              0.0066637
                    340,                 1.0329,                0.84892,                 1.3096,                0.93208,                0.93289,                0.96761,                0.74717,                 0.8842,                0.48551,                 1.1772,              0.0066538,              0.0066538,              0.0066538
                    341,                 1.0309,                0.84322,                 1.3073,                0.93248,                0.93222,                0.96754,                0.74738,                0.88362,                0.48502,                 1.1767,              0.0066439,              0.0066439,              0.0066439
                    342,                 1.0287,                0.84011,                 1.3049,                0.93297,                0.93258,                0.96752,                0.74794,                0.88281,                0.48492,                 1.1761,               0.006634,               0.006634,               0.006634
                    343,                 1.0314,                0.84365,                 1.3057,                0.93266,                0.93319,                0.96757,                0.74789,                0.88236,                0.48448,                 1.1754,              0.0066241,              0.0066241,              0.0066241
                    344,                 1.0286,                0.83903,                 1.3003,                0.93343,                0.93301,                0.96758,                0.74817,                 0.8818,                0.48424,                 1.1749,              0.0066142,              0.0066142,              0.0066142
                    345,                 1.0313,                0.83864,                 1.3045,                0.93382,                0.93415,                0.96773,                0.74846,                 0.8814,                0.48379,                 1.1745,              0.0066043,              0.0066043,              0.0066043
                    346,                 1.0321,                0.84179,                 1.3074,                0.93446,                0.93291,                0.96787,                 0.7485,                0.88052,                0.48336,                 1.1738,              0.0065944,              0.0065944,              0.0065944
                    347,                 1.0303,                0.84572,                 1.3056,                0.93448,                0.93346,                0.96792,                0.74918,                0.87981,                0.48284,                 1.1733,              0.0065845,              0.0065845,              0.0065845
                    348,                 1.0315,                0.84343,                 1.3009,                 0.9347,                 0.9329,                0.96797,                0.74927,                0.87912,                0.48279,                 1.1725,              0.0065746,              0.0065746,              0.0065746
                    349,                 1.0306,                0.84571,                  1.307,                0.93501,                0.93332,                0.96791,                0.74961,                0.87845,                0.48223,                  1.172,              0.0065647,              0.0065647,              0.0065647
                    350,                 1.0326,                0.84027,                 1.3044,                0.93475,                 0.9335,                0.96787,                0.74976,                0.87789,                0.48174,                 1.1713,              0.0065548,              0.0065548,              0.0065548
                    351,                 1.0312,                0.83618,                 1.3004,                0.93507,                0.93286,                0.96787,                0.74979,                0.87732,                0.48144,                 1.1708,              0.0065449,              0.0065449,              0.0065449
                    352,                  1.029,                0.84344,                 1.3054,                0.93795,                0.93026,                0.96796,                0.74956,                0.87696,                0.48122,                 1.1706,               0.006535,               0.006535,               0.006535
                    353,                 1.0324,                0.84036,                 1.3044,                0.93838,                0.93111,                0.96807,                0.74999,                0.87646,                  0.481,                 1.1702,              0.0065251,              0.0065251,              0.0065251
                    354,                 1.0298,                0.83892,                 1.3038,                0.93977,                0.93014,                0.96815,                0.75013,                0.87601,                0.48069,                   1.17,              0.0065152,              0.0065152,              0.0065152
                    355,                 1.0324,                0.83834,                 1.3036,                0.94111,                0.92945,                0.96814,                0.75033,                0.87544,                0.48043,                 1.1694,              0.0065053,              0.0065053,              0.0065053
                    356,                  1.027,                 0.8329,                    1.3,                0.94003,                0.92993,                0.96815,                0.75061,                 0.8749,                0.47984,                 1.1689,              0.0064954,              0.0064954,              0.0064954
                    357,                 1.0298,                0.83632,                 1.3024,                0.93984,                 0.9297,                0.96823,                 0.7511,                0.87406,                0.47961,                 1.1683,              0.0064855,              0.0064855,              0.0064855
                    358,                 1.0263,                0.83896,                 1.3006,                0.93985,                0.93041,                0.96842,                0.75091,                0.87333,                0.47951,                 1.1677,              0.0064756,              0.0064756,              0.0064756
                    359,                 1.0231,                0.82954,                  1.298,                0.94089,                0.92971,                0.96841,                0.75154,                0.87237,                0.47958,                 1.1668,              0.0064657,              0.0064657,              0.0064657
                    360,                 1.0295,                0.83034,                  1.301,                0.94077,                0.92994,                0.96831,                0.75192,                 0.8717,                 0.4794,                 1.1663,              0.0064558,              0.0064558,              0.0064558
                    361,                 1.0269,                0.83564,                 1.2999,                0.94032,                0.93091,                0.96849,                0.75261,                 0.8712,                0.47905,                 1.1658,              0.0064459,              0.0064459,              0.0064459
                    362,                 1.0279,                0.83098,                 1.3019,                0.93939,                0.93269,                0.96856,                0.75263,                0.87048,                 0.4786,                 1.1653,               0.006436,               0.006436,               0.006436
                    363,                 1.0264,                0.83246,                 1.2997,                0.93968,                0.93215,                0.96849,                0.75313,                0.86967,                0.47836,                 1.1647,              0.0064261,              0.0064261,              0.0064261
                    364,                 1.0236,                0.83328,                  1.296,                0.94047,                0.93237,                0.96855,                0.75322,                0.86921,                0.47787,                 1.1643,              0.0064162,              0.0064162,              0.0064162
                    365,                 1.0158,                0.82582,                  1.294,                0.94035,                0.93189,                0.96869,                0.75339,                0.86855,                0.47745,                 1.1637,              0.0064063,              0.0064063,              0.0064063
                    366,                 1.0247,                0.83153,                 1.3003,                0.93872,                0.93405,                0.96862,                 0.7532,                0.86794,                0.47697,                 1.1629,              0.0063964,              0.0063964,              0.0063964
                    367,                 1.0207,                0.83348,                 1.2919,                0.93936,                0.93284,                0.96863,                0.75376,                0.86726,                0.47656,                 1.1623,              0.0063865,              0.0063865,              0.0063865
                    368,                 1.0227,                0.82998,                 1.3011,                0.93828,                0.93376,                0.96863,                0.75363,                0.86687,                0.47658,                  1.162,              0.0063766,              0.0063766,              0.0063766
                    369,                 1.0191,                0.82993,                 1.2953,                0.93798,                0.93377,                0.96869,                  0.754,                0.86646,                0.47659,                 1.1615,              0.0063667,              0.0063667,              0.0063667
                    370,                 1.0245,                0.82945,                 1.2986,                0.93954,                0.93265,                0.96883,                0.75393,                0.86578,                0.47635,                  1.161,              0.0063568,              0.0063568,              0.0063568
                    371,                   1.02,                0.82628,                 1.2984,                0.93916,                0.93313,                0.96891,                0.75416,                0.86527,                0.47605,                 1.1606,              0.0063469,              0.0063469,              0.0063469
