                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    565,                0.68644,                0.49731,                 1.0764,                0.96022,                0.97027,                0.98553,                0.87315,                0.55556,                0.30798,                0.91473,              0.0044263,              0.0044263,              0.0044263
                    566,                0.68647,                0.49242,                 1.0779,                0.96071,                0.96744,                0.98547,                0.87346,                0.55514,                0.30775,                0.91441,              0.0044164,              0.0044164,              0.0044164
                    567,                0.68984,                0.49911,                 1.0734,                0.96023,                 0.9679,                0.98551,                0.87397,                0.55504,                 0.3074,                0.91439,              0.0044065,              0.0044065,              0.0044065
                    568,                0.68545,                 0.4977,                 1.0777,                 0.9603,                0.96735,                0.98553,                0.87389,                 0.5548,                 0.3071,                 0.9142,              0.0043966,              0.0043966,              0.0043966
                    569,                0.68195,                0.49561,                 1.0746,                0.95939,                0.96856,                0.98551,                0.87405,                0.55403,                 0.3072,                0.91333,              0.0043867,              0.0043867,              0.0043867
                    570,                 0.6852,                0.50039,                 1.0749,                 0.9593,                0.96944,                0.98557,                0.87464,                0.55352,                0.30719,                0.91265,              0.0043768,              0.0043768,              0.0043768
                    571,                 0.6809,                0.49211,                 1.0764,                0.95854,                0.97021,                0.98555,                0.87457,                0.55347,                0.30715,                0.91268,              0.0043669,              0.0043669,              0.0043669
                    572,                0.68429,                0.49677,                 1.0768,                0.95835,                0.97078,                0.98559,                0.87442,                0.55313,                0.30704,                0.91252,               0.004357,               0.004357,               0.004357
                    573,                0.68733,                0.49908,                  1.076,                0.95824,                0.97097,                0.98565,                0.87474,                0.55298,                0.30687,                0.91278,              0.0043471,              0.0043471,              0.0043471
                    574,                0.68712,                0.49981,                  1.077,                0.95857,                0.97051,                0.98562,                0.87449,                 0.5524,                0.30657,                0.91201,              0.0043372,              0.0043372,              0.0043372
                    575,                0.68503,                0.49315,                 1.0743,                0.95882,                0.97019,                0.98563,                 0.8746,                0.55252,                0.30648,                0.91223,              0.0043273,              0.0043273,              0.0043273
                    576,                0.68267,                0.49014,                 1.0746,                0.95957,                0.96926,                0.98565,                0.87423,                0.55233,                 0.3066,                0.91201,              0.0043174,              0.0043174,              0.0043174
                    577,                0.68947,                0.49934,                 1.0774,                0.95794,                0.97131,                0.98565,                0.87464,                0.55213,                0.30656,                0.91185,              0.0043075,              0.0043075,              0.0043075
                    578,                0.68344,                0.49345,                 1.0728,                0.95765,                0.97142,                0.98572,                0.87484,                0.55184,                0.30646,                0.91157,              0.0042976,              0.0042976,              0.0042976
                    579,                0.68271,                0.49262,                 1.0738,                0.95753,                0.97179,                 0.9858,                0.87547,                0.55133,                0.30645,                 0.9111,              0.0042877,              0.0042877,              0.0042877
                    580,                0.68312,                0.49285,                  1.076,                0.96488,                 0.9644,                0.98581,                 0.8755,                0.55072,                0.30633,                0.91038,              0.0042778,              0.0042778,              0.0042778
                    581,                0.67909,                0.48815,                 1.0701,                0.95708,                0.97148,                0.98581,                0.87576,                0.55033,                0.30609,                0.91026,              0.0042679,              0.0042679,              0.0042679
                    582,                0.68423,                0.49847,                 1.0751,                0.96464,                0.96435,                 0.9858,                0.87569,                0.55014,                0.30599,                0.91009,               0.004258,               0.004258,               0.004258
                    583,                0.67987,                0.49151,                 1.0733,                0.95673,                0.97187,                0.98585,                0.87631,                 0.5498,                0.30602,                 0.9098,              0.0042481,              0.0042481,              0.0042481
                    584,                0.68022,                0.49176,                 1.0753,                0.95776,                0.97174,                0.98596,                 0.8764,                0.54947,                0.30597,                 0.9096,              0.0042382,              0.0042382,              0.0042382
                    585,                 0.6783,                0.48989,                 1.0705,                 0.9586,                0.97081,                0.98604,                0.87635,                0.54926,                0.30566,                0.90931,              0.0042283,              0.0042283,              0.0042283
                    586,                0.68365,                0.49483,                 1.0762,                0.95905,                0.97089,                0.98608,                0.87636,                0.54909,                0.30549,                0.90915,              0.0042184,              0.0042184,              0.0042184
                    587,                0.68045,                0.49318,                 1.0722,                0.95914,                0.97135,                0.98619,                0.87682,                0.54882,                0.30578,                 0.9089,              0.0042085,              0.0042085,              0.0042085
                    588,                0.53915,                0.37671,                0.99593,                0.95863,                0.97164,                0.98617,                 0.8769,                0.54854,                0.30534,                 0.9088,              0.0041986,              0.0041986,              0.0041986
                    589,                0.58106,                0.40186,                 1.0173,                0.95877,                0.97046,                0.98608,                0.87695,                0.54807,                0.30495,                0.90846,              0.0041887,              0.0041887,              0.0041887
                    590,                0.60109,                0.41973,                 1.0282,                0.95928,                0.97127,                 0.9861,                0.87751,                 0.5476,                 0.3045,                0.90824,              0.0041788,              0.0041788,              0.0041788
                    591,                0.61227,                0.43397,                 1.0356,                0.95969,                0.97119,                0.98612,                0.87771,                0.54712,                0.30405,                0.90787,              0.0041689,              0.0041689,              0.0041689
                    592,                0.61382,                0.43259,                 1.0338,                0.95988,                0.97123,                0.98612,                0.87737,                0.54671,                0.30383,                0.90763,               0.004159,               0.004159,               0.004159
                    593,                0.62626,                0.44067,                 1.0418,                0.95928,                  0.972,                0.98612,                0.87743,                 0.5464,                0.30381,                0.90744,              0.0041491,              0.0041491,              0.0041491
                    594,                0.62404,                0.43796,                 1.0385,                0.95948,                0.97212,                 0.9861,                0.87769,                0.54599,                0.30366,                0.90716,              0.0041392,              0.0041392,              0.0041392
                    595,                0.63221,                0.44858,                  1.044,                0.95909,                0.97214,                0.98607,                0.87744,                0.54593,                0.30357,                0.90699,              0.0041293,              0.0041293,              0.0041293
                    596,                0.63568,                0.45263,                 1.0475,                0.95969,                0.97149,                0.98613,                0.87827,                0.54575,                0.30329,                0.90694,              0.0041194,              0.0041194,              0.0041194
                    597,                0.63831,                0.45325,                 1.0472,                0.95978,                0.97193,                0.98607,                0.87806,                0.54546,                0.30319,                0.90665,              0.0041095,              0.0041095,              0.0041095
                    598,                0.63652,                0.45497,                 1.0509,                0.95993,                  0.972,                  0.986,                  0.878,                 0.5455,                0.30299,                0.90673,              0.0040996,              0.0040996,              0.0040996
                    599,                0.63649,                0.45454,                 1.0496,                0.96185,                0.96934,                0.98602,                0.87833,                0.54539,                0.30322,                0.90677,              0.0040897,              0.0040897,              0.0040897
                    600,                0.63932,                0.45577,                   1.05,                0.95992,                 0.9722,                0.98602,                0.87837,                0.54539,                0.30296,                0.90693,              0.0040798,              0.0040798,              0.0040798
                    601,                0.64325,                0.45747,                 1.0531,                0.96118,                0.97102,                0.98601,                0.87834,                0.54485,                0.30291,                0.90662,              0.0040699,              0.0040699,              0.0040699
                    602,                0.63988,                0.45477,                 1.0481,                0.96085,                0.97072,                0.98593,                0.87845,                0.54406,                0.30272,                0.90593,                0.00406,                0.00406,                0.00406
                    603,                0.64301,                0.45954,                 1.0516,                0.96114,                0.96987,                0.98596,                0.87883,                0.54365,                0.30247,                0.90552,              0.0040501,              0.0040501,              0.0040501
                    604,                0.64441,                 0.4613,                 1.0541,                0.96172,                0.96837,                0.98597,                0.87905,                0.54317,                0.30243,                0.90518,              0.0040402,              0.0040402,              0.0040402
                    605,                0.64479,                0.46102,                 1.0541,                0.96178,                0.96825,                0.98602,                0.87929,                0.54297,                0.30269,                0.90509,              0.0040303,              0.0040303,              0.0040303
                    606,                0.64701,                0.46469,                 1.0513,                0.96157,                0.96863,                0.98604,                0.87925,                0.54265,                0.30235,                0.90492,              0.0040204,              0.0040204,              0.0040204
                    607,                0.64924,                 0.4626,                 1.0566,                0.96014,                0.96909,                0.98605,                0.87948,                0.54227,                 0.3022,                0.90467,              0.0040105,              0.0040105,              0.0040105
                    608,                0.64866,                0.46169,                  1.054,                0.96013,                0.97032,                 0.9861,                 0.8795,                0.54183,                0.30196,                0.90435,              0.0040006,              0.0040006,              0.0040006
                    609,                0.64966,                0.46059,                 1.0527,                0.96352,                0.96688,                0.98613,                0.87918,                0.54169,                0.30175,                0.90436,              0.0039907,              0.0039907,              0.0039907
                    610,                0.64572,                0.46581,                 1.0545,                0.96373,                0.96701,                0.98611,                0.87972,                 0.5415,                0.30157,                0.90425,              0.0039808,              0.0039808,              0.0039808
                    611,                0.65014,                0.46226,                 1.0551,                0.96441,                0.96645,                 0.9862,                0.87987,                0.54102,                0.30146,                0.90388,              0.0039709,              0.0039709,              0.0039709
                    612,                0.65307,                 0.4639,                 1.0556,                0.96438,                 0.9678,                0.98635,                0.88017,                 0.5406,                0.30148,                0.90354,               0.003961,               0.003961,               0.003961
                    613,                 0.6528,                0.46253,                  1.054,                0.96215,                   0.97,                0.98634,                0.88015,                0.54029,                0.30115,                0.90325,              0.0039511,              0.0039511,              0.0039511
                    614,                0.64735,                0.46494,                 1.0518,                0.96027,                0.97182,                0.98638,                0.88047,                0.53999,                0.30113,                0.90309,              0.0039412,              0.0039412,              0.0039412
                    615,                0.64959,                0.46565,                 1.0541,                0.96192,                0.97035,                0.98648,                 0.8801,                0.53984,                0.30117,                0.90283,              0.0039313,              0.0039313,              0.0039313
                    616,                 0.6535,                0.46486,                 1.0564,                0.96357,                0.96893,                0.98652,                0.88067,                0.53928,                0.30123,                0.90241,              0.0039214,              0.0039214,              0.0039214
                    617,                0.64657,                 0.4617,                 1.0541,                0.96052,                0.97259,                0.98656,                0.88074,                0.53894,                0.30114,                0.90221,              0.0039115,              0.0039115,              0.0039115
                    618,                 0.6522,                0.46584,                 1.0574,                0.96293,                0.96895,                0.98659,                0.88107,                 0.5385,                0.30097,                0.90186,              0.0039016,              0.0039016,              0.0039016
                    619,                0.65215,                0.46843,                 1.0554,                0.96667,                0.96478,                0.98654,                0.88116,                0.53813,                0.30082,                0.90153,              0.0038917,              0.0038917,              0.0038917
                    620,                  0.655,                0.46833,                 1.0564,                0.95776,                0.97339,                0.98651,                0.88123,                0.53774,                 0.3006,                0.90115,              0.0038818,              0.0038818,              0.0038818
                    621,                0.65239,                0.46427,                 1.0559,                0.95919,                0.97222,                0.98655,                0.88144,                0.53769,                0.30055,                0.90119,              0.0038719,              0.0038719,              0.0038719
                    622,                0.65083,                0.46796,                  1.055,                0.95979,                0.97219,                0.98672,                0.88159,                0.53719,                0.30039,                0.90093,               0.003862,               0.003862,               0.003862
                    623,                 0.6531,                 0.4698,                 1.0568,                0.96032,                  0.971,                0.98678,                0.88153,                0.53719,                0.30033,                0.90087,              0.0038521,              0.0038521,              0.0038521
                    624,                 0.6493,                0.46904,                 1.0571,                0.95967,                0.97233,                0.98674,                0.88161,                0.53687,                 0.3004,                0.90072,              0.0038422,              0.0038422,              0.0038422
                    625,                0.65403,                0.46752,                 1.0542,                0.96029,                0.97134,                0.98675,                0.88202,                0.53675,                0.30035,                0.90059,              0.0038323,              0.0038323,              0.0038323
                    626,                0.64703,                0.46506,                 1.0556,                0.96032,                0.97127,                0.98676,                0.88154,                 0.5365,                0.30028,                0.90042,              0.0038224,              0.0038224,              0.0038224
                    627,                 0.6504,                 0.4667,                 1.0575,                0.96222,                0.96935,                0.98678,                0.88139,                0.53631,                0.30012,                0.90029,              0.0038125,              0.0038125,              0.0038125
                    628,                0.65225,                0.46933,                 1.0572,                0.96709,                0.96432,                0.98678,                0.88152,                0.53609,                0.30016,                0.90008,              0.0038026,              0.0038026,              0.0038026
                    629,                0.64952,                 0.4636,                 1.0567,                0.96719,                0.96408,                0.98673,                0.88177,                0.53578,                0.30009,                0.89988,              0.0037927,              0.0037927,              0.0037927
                    630,                0.65266,                0.46794,                 1.0566,                0.96773,                 0.9637,                0.98669,                0.88129,                0.53561,                0.30019,                0.89967,              0.0037828,              0.0037828,              0.0037828
                    631,                0.65132,                0.46984,                 1.0561,                0.95778,                0.97387,                 0.9867,                0.88147,                0.53541,                0.29986,                0.89948,              0.0037729,              0.0037729,              0.0037729
                    632,                0.65239,                0.47098,                 1.0584,                0.95838,                 0.9737,                0.98671,                 0.8821,                0.53534,                0.29974,                0.89954,               0.003763,               0.003763,               0.003763
                    633,                 0.6512,                0.46476,                  1.057,                0.96035,                0.97182,                 0.9867,                0.88215,                0.53511,                0.29965,                0.89937,              0.0037531,              0.0037531,              0.0037531
                    634,                0.65131,                0.46591,                 1.0567,                0.95982,                 0.9726,                0.98669,                0.88211,                0.53485,                0.29955,                0.89918,              0.0037432,              0.0037432,              0.0037432
                    635,                0.65435,                0.47092,                 1.0592,                0.95989,                0.97274,                0.98667,                0.88204,                0.53461,                0.29971,                0.89876,              0.0037333,              0.0037333,              0.0037333
                    636,                0.64993,                0.46649,                 1.0548,                0.96047,                0.97175,                0.98672,                 0.8821,                0.53444,                 0.2995,                0.89854,              0.0037234,              0.0037234,              0.0037234
                    637,                0.64941,                0.46502,                 1.0555,                0.96667,                0.96409,                0.98673,                0.88263,                0.53421,                0.29957,                0.89845,              0.0037135,              0.0037135,              0.0037135
                    638,                0.65126,                0.46675,                 1.0576,                0.96706,                0.96328,                0.98672,                  0.883,                0.53382,                0.29943,                 0.8983,              0.0037036,              0.0037036,              0.0037036
                    639,                0.64878,                0.46506,                 1.0519,                 0.9672,                0.96289,                0.98672,                 0.8829,                0.53377,                0.29916,                0.89855,              0.0036937,              0.0036937,              0.0036937
                    640,                0.65382,                0.47171,                 1.0572,                0.95919,                0.97283,                0.98687,                0.88307,                0.53354,                 0.2991,                0.89841,              0.0036838,              0.0036838,              0.0036838
                    641,                  0.651,                0.46645,                 1.0551,                 0.9597,                0.97195,                0.98678,                0.88336,                0.53324,                0.29896,                 0.8982,              0.0036739,              0.0036739,              0.0036739
                    642,                0.65171,                0.46736,                 1.0587,                0.95907,                0.97328,                0.98686,                0.88344,                0.53304,                 0.2987,                0.89815,               0.003664,               0.003664,               0.003664
                    643,                 0.6473,                0.46532,                 1.0534,                0.96028,                0.97236,                 0.9869,                0.88353,                0.53282,                 0.2988,                  0.898,              0.0036541,              0.0036541,              0.0036541
                    644,                0.64947,                0.46755,                 1.0553,                0.96017,                0.97261,                0.98687,                0.88383,                0.53261,                0.29886,                0.89802,              0.0036442,              0.0036442,              0.0036442
                    645,                0.65029,                0.46632,                 1.0543,                0.96001,                0.97331,                0.98685,                0.88407,                0.53204,                0.29877,                0.89775,              0.0036343,              0.0036343,              0.0036343
                    646,                0.64607,                0.46072,                 1.0508,                0.95986,                0.97314,                0.98683,                0.88442,                 0.5317,                0.29864,                0.89757,              0.0036244,              0.0036244,              0.0036244
                    647,                0.65087,                0.46635,                 1.0552,                0.95908,                0.97305,                0.98682,                0.88455,                0.53147,                0.29852,                0.89761,              0.0036145,              0.0036145,              0.0036145
                    648,                0.64985,                0.46873,                 1.0579,                0.95835,                 0.9734,                0.98676,                0.88451,                0.53106,                0.29833,                0.89742,              0.0036046,              0.0036046,              0.0036046
                    649,                0.64402,                0.45836,                 1.0491,                 0.9578,                 0.9743,                0.98674,                0.88494,                0.53067,                0.29808,                0.89719,              0.0035947,              0.0035947,              0.0035947
                    650,                0.64267,                0.46016,                 1.0511,                0.95747,                0.97496,                0.98675,                0.88498,                0.53001,                  0.298,                0.89661,              0.0035848,              0.0035848,              0.0035848
                    651,                0.64303,                0.45976,                 1.0508,                0.95664,                0.97532,                0.98677,                0.88531,                0.52918,                0.29773,                0.89614,              0.0035749,              0.0035749,              0.0035749
                    652,                0.64998,                0.46565,                 1.0579,                0.95579,                0.97565,                0.98679,                0.88518,                0.52891,                0.29788,                0.89597,               0.003565,               0.003565,               0.003565
                    653,                0.51118,                0.35292,                0.97995,                0.95666,                0.97545,                0.98681,                 0.8853,                0.52852,                0.29769,                0.89554,              0.0035551,              0.0035551,              0.0035551
                    654,                0.54856,                0.37766,                0.99928,                0.95667,                0.97553,                0.98672,                0.88539,                0.52837,                0.29707,                 0.8955,              0.0035452,              0.0035452,              0.0035452
                    655,                 0.5654,                0.39128,                 1.0095,                0.95736,                0.97452,                0.98665,                0.88536,                0.52816,                0.29699,                 0.8954,              0.0035353,              0.0035353,              0.0035353
                    656,                0.57676,                0.40349,                 1.0166,                0.95771,                0.97424,                0.98663,                0.88563,                0.52797,                0.29667,                 0.8953,              0.0035254,              0.0035254,              0.0035254
                    657,                0.57891,                0.40101,                 1.0147,                0.95814,                0.97424,                0.98666,                0.88583,                0.52774,                0.29641,                0.89511,              0.0035155,              0.0035155,              0.0035155
                    658,                0.58989,                0.40982,                 1.0222,                0.95851,                0.97328,                 0.9866,                0.88617,                0.52753,                0.29632,                0.89493,              0.0035056,              0.0035056,              0.0035056
                    659,                0.58698,                0.40936,                 1.0186,                0.95864,                0.97344,                0.98667,                0.88625,                0.52734,                0.29606,                0.89486,              0.0034957,              0.0034957,              0.0034957
                    660,                0.59072,                 0.4138,                 1.0233,                0.95862,                0.97309,                0.98672,                0.88609,                0.52705,                0.29584,                0.89441,              0.0034858,              0.0034858,              0.0034858
                    661,                0.59399,                0.41972,                 1.0243,                0.95839,                0.97264,                0.98666,                0.88625,                0.52699,                0.29583,                0.89445,              0.0034759,              0.0034759,              0.0034759
                    662,                0.60015,                0.41967,                 1.0273,                0.96401,                0.96774,                0.98671,                0.88649,                0.52691,                0.29566,                0.89447,               0.003466,               0.003466,               0.003466
                    663,                0.59562,                0.42065,                 1.0289,                0.96452,                0.96728,                0.98668,                0.88633,                 0.5267,                0.29532,                0.89447,              0.0034561,              0.0034561,              0.0034561
                    664,                0.59844,                0.42115,                 1.0271,                0.96488,                0.96685,                0.98667,                0.88658,                 0.5265,                0.29527,                0.89434,              0.0034462,              0.0034462,              0.0034462
                    665,                0.60063,                0.41971,                 1.0281,                0.96435,                0.96698,                0.98673,                0.88633,                0.52624,                0.29525,                0.89402,              0.0034363,              0.0034363,              0.0034363
                    666,                0.60111,                0.42411,                 1.0297,                0.96405,                0.96729,                0.98673,                0.88646,                0.52595,                0.29512,                0.89385,              0.0034264,              0.0034264,              0.0034264
                    667,                0.60061,                0.42279,                 1.0269,                0.96022,                0.97253,                0.98676,                0.88711,                 0.5257,                0.29497,                0.89359,              0.0034165,              0.0034165,              0.0034165
                    668,                0.60597,                0.42814,                 1.0317,                0.95953,                0.97341,                0.98675,                0.88712,                0.52553,                0.29462,                 0.8936,              0.0034066,              0.0034066,              0.0034066
                    669,                0.60268,                0.42915,                 1.0318,                 0.9587,                0.97471,                0.98681,                0.88706,                0.52545,                0.29425,                0.89359,              0.0033967,              0.0033967,              0.0033967
                    670,                0.60324,                0.42985,                 1.0306,                0.95818,                0.97442,                0.98678,                0.88715,                0.52509,                0.29416,                0.89339,              0.0033868,              0.0033868,              0.0033868
                    671,                0.60536,                0.42977,                 1.0292,                0.95825,                0.97458,                0.98674,                0.88725,                0.52473,                0.29407,                0.89312,              0.0033769,              0.0033769,              0.0033769
                    672,                0.60848,                0.42992,                 1.0337,                0.95856,                0.97398,                0.98677,                0.88712,                0.52471,                  0.294,                0.89348,               0.003367,               0.003367,               0.003367
                    673,                 0.6089,                0.42715,                 1.0318,                0.95919,                0.97413,                0.98691,                0.88754,                0.52418,                 0.2942,                0.89275,              0.0033571,              0.0033571,              0.0033571
                    674,                0.61033,                0.42745,                 1.0292,                0.95937,                0.97384,                0.98688,                 0.8871,                0.52395,                0.29418,                0.89257,              0.0033472,              0.0033472,              0.0033472
                    675,                0.60932,                0.43374,                 1.0329,                0.95952,                0.97402,                0.98685,                0.88709,                0.52383,                0.29402,                0.89263,              0.0033373,              0.0033373,              0.0033373
                    676,                0.61224,                0.43169,                 1.0338,                0.95964,                0.97404,                0.98691,                0.88697,                0.52376,                0.29395,                0.89255,              0.0033274,              0.0033274,              0.0033274
                    677,                0.60844,                0.43065,                 1.0306,                0.96722,                0.96629,                0.98685,                0.88678,                0.52357,                 0.2942,                0.89228,              0.0033175,              0.0033175,              0.0033175
                    678,                0.61121,                0.43086,                 1.0336,                0.96682,                0.96656,                0.98686,                0.88732,                0.52313,                0.29407,                0.89191,              0.0033076,              0.0033076,              0.0033076
                    679,                0.60891,                0.43296,                 1.0318,                0.96677,                0.96614,                0.98694,                0.88723,                0.52286,                0.29384,                0.89165,              0.0032977,              0.0032977,              0.0032977
                    680,                0.61004,                0.43514,                 1.0327,                0.95962,                0.97383,                0.98701,                0.88722,                0.52268,                0.29365,                0.89155,              0.0032878,              0.0032878,              0.0032878
                    681,                0.61048,                0.43033,                 1.0323,                0.95957,                0.97389,                0.98704,                0.88753,                0.52229,                0.29363,                0.89124,              0.0032779,              0.0032779,              0.0032779
                    682,                0.60673,                0.42694,                 1.0323,                0.96504,                0.96824,                0.98696,                0.88724,                 0.5221,                0.29363,                0.89113,               0.003268,               0.003268,               0.003268
                    683,                0.61106,                  0.431,                  1.035,                0.96593,                0.96644,                0.98697,                0.88745,                0.52191,                0.29347,                0.89102,              0.0032581,              0.0032581,              0.0032581
                    684,                0.61103,                0.43358,                 1.0321,                0.96668,                0.96679,                  0.987,                0.88768,                0.52192,                0.29347,                0.89093,              0.0032482,              0.0032482,              0.0032482
                    685,                0.61544,                0.43383,                  1.036,                0.96785,                0.96622,                0.98703,                 0.8876,                 0.5218,                 0.2934,                0.89103,              0.0032383,              0.0032383,              0.0032383
                    686,                0.61344,                0.43307,                 1.0358,                0.96796,                0.96595,                0.98702,                0.88778,                 0.5215,                0.29319,                0.89082,              0.0032284,              0.0032284,              0.0032284
                    687,                0.61114,                 0.4363,                 1.0331,                 0.9682,                0.96533,                0.98703,                0.88787,                0.52112,                0.29313,                0.89056,              0.0032185,              0.0032185,              0.0032185
                    688,                0.60964,                0.43669,                 1.0338,                 0.9632,                0.97166,                0.98701,                0.88774,                0.52112,                0.29302,                0.89073,              0.0032086,              0.0032086,              0.0032086
                    689,                0.60844,                0.43262,                 1.0341,                0.96286,                0.97168,                0.98703,                0.88801,                0.52066,                0.29271,                0.89045,              0.0031987,              0.0031987,              0.0031987
                    690,                0.61712,                0.43339,                 1.0321,                0.96226,                0.97196,                0.98701,                0.88827,                0.52053,                0.29254,                0.89023,              0.0031888,              0.0031888,              0.0031888
                    691,                0.60937,                0.43341,                 1.0338,                0.96175,                0.97255,                0.98695,                0.88843,                0.52037,                0.29245,                0.89003,              0.0031789,              0.0031789,              0.0031789
                    692,                0.60934,                0.43342,                 1.0345,                0.96762,                0.96574,                0.98685,                0.88871,                0.52006,                0.29251,                0.88981,               0.003169,               0.003169,               0.003169
                    693,                0.61281,                0.43695,                 1.0339,                0.96822,                0.96489,                0.98687,                0.88882,                0.51963,                0.29244,                0.88935,              0.0031591,              0.0031591,              0.0031591
                    694,                0.61022,                0.43308,                 1.0358,                0.96826,                0.96486,                0.98679,                0.88866,                0.51927,                0.29271,                0.88917,              0.0031492,              0.0031492,              0.0031492
                    695,                0.61314,                0.43648,                 1.0368,                0.97174,                0.96343,                0.98676,                0.88914,                0.51907,                0.29269,                0.88897,              0.0031393,              0.0031393,              0.0031393
                    696,                0.60862,                0.43447,                 1.0328,                0.97164,                0.96372,                0.98677,                0.88937,                0.51852,                0.29268,                0.88853,              0.0031294,              0.0031294,              0.0031294
                    697,                0.61355,                0.43509,                 1.0362,                0.96982,                0.96517,                0.98682,                0.88938,                0.51795,                0.29255,                0.88801,              0.0031195,              0.0031195,              0.0031195
                    698,                0.61338,                0.43513,                 1.0354,                0.97054,                0.96562,                 0.9869,                0.88937,                0.51776,                0.29246,                0.88789,              0.0031096,              0.0031096,              0.0031096
