                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.94661,                0.73484,                 1.2465,                0.94414,                0.94968,                0.97624,                0.78308,                0.79477,                0.42413,                 1.1072,              0.0085843,              0.0085843,              0.0085843
                    146,                0.94389,                0.74082,                 1.2491,                0.94371,                0.95101,                0.97665,                0.78392,                0.79307,                0.42294,                 1.1059,              0.0085744,              0.0085744,              0.0085744
                    147,                0.94377,                0.73778,                 1.2486,                0.94414,                0.95079,                0.97673,                0.78441,                0.79164,                0.42245,                 1.1047,              0.0085645,              0.0085645,              0.0085645
                    148,                0.94002,                0.72669,                 1.2447,                 0.9452,                0.94945,                0.97686,                0.78534,                0.79042,                0.42149,                 1.1037,              0.0085546,              0.0085546,              0.0085546
                    149,                0.93845,                0.72772,                 1.2453,                0.94481,                0.94963,                0.97676,                0.78591,                0.78919,                0.42079,                 1.1026,              0.0085447,              0.0085447,              0.0085447
                    150,                0.93672,                0.73298,                 1.2448,                0.94546,                0.94955,                 0.9774,                0.78679,                0.78782,                0.42011,                 1.1015,              0.0085348,              0.0085348,              0.0085348
                    151,                0.93897,                0.72618,                 1.2436,                0.94417,                0.95106,                 0.9771,                0.78695,                 0.7865,                0.41941,                 1.1003,              0.0085249,              0.0085249,              0.0085249
                    152,                0.93543,                0.72401,                 1.2404,                0.94479,                0.94967,                0.97715,                0.78748,                0.78532,                0.41835,                 1.0992,               0.008515,               0.008515,               0.008515
                    153,                0.93244,                0.72336,                 1.2372,                0.94494,                0.94953,                0.97727,                0.78806,                  0.784,                0.41766,                 1.0979,              0.0085051,              0.0085051,              0.0085051
                    154,                0.92746,                0.72424,                 1.2362,                0.94629,                0.94839,                0.97753,                 0.7883,                0.78247,                0.41667,                 1.0967,              0.0084952,              0.0084952,              0.0084952
                    155,                0.93092,                0.72391,                 1.2418,                0.94571,                 0.9491,                0.97766,                0.78896,                0.78115,                0.41561,                 1.0958,              0.0084853,              0.0084853,              0.0084853
                    156,                0.92686,                0.72215,                 1.2322,                0.94568,                0.95012,                0.97778,                0.78966,                0.77957,                0.41503,                 1.0946,              0.0084754,              0.0084754,              0.0084754
                    157,                0.92346,                0.71894,                  1.234,                0.94628,                0.94944,                0.97777,                0.78969,                0.77786,                0.41425,                 1.0934,              0.0084655,              0.0084655,              0.0084655
                    158,                0.92329,                0.71596,                  1.232,                0.94659,                0.94923,                0.97784,                0.79029,                0.77617,                 0.4137,                 1.0917,              0.0084556,              0.0084556,              0.0084556
                    159,                0.92718,                0.72118,                 1.2341,                0.94577,                 0.9499,                0.97789,                0.79052,                 0.7748,                0.41299,                 1.0905,              0.0084457,              0.0084457,              0.0084457
                    160,                0.91868,                0.71173,                 1.2315,                0.94424,                0.95036,                0.97793,                0.79109,                0.77381,                0.41246,                 1.0896,              0.0084358,              0.0084358,              0.0084358
                    161,                0.91924,                0.71383,                 1.2302,                0.94278,                0.95272,                0.97809,                0.79185,                0.77245,                0.41171,                 1.0882,              0.0084259,              0.0084259,              0.0084259
                    162,                0.92348,                 0.7179,                 1.2317,                0.94376,                0.95241,                0.97805,                0.79235,                0.77121,                0.41113,                  1.087,               0.008416,               0.008416,               0.008416
                    163,                0.91928,                0.71511,                 1.2299,                0.94353,                0.95228,                0.97818,                0.79297,                0.76985,                 0.4104,                 1.0858,              0.0084061,              0.0084061,              0.0084061
                    164,                0.83602,                0.62745,                 1.1789,                0.94405,                0.95216,                0.97824,                0.79345,                0.76851,                0.40957,                 1.0846,              0.0083962,              0.0083962,              0.0083962
                    165,                0.87754,                0.66592,                 1.2062,                0.94689,                0.95008,                0.97826,                0.79357,                0.76719,                0.40889,                 1.0836,              0.0083863,              0.0083863,              0.0083863
                    166,                0.89623,                0.68469,                 1.2163,                 0.9464,                0.95073,                0.97823,                0.79382,                0.76615,                0.40813,                 1.0826,              0.0083764,              0.0083764,              0.0083764
                    167,                0.90778,                0.70023,                 1.2282,                0.94697,                0.95056,                0.97828,                0.79466,                0.76499,                0.40744,                 1.0817,              0.0083665,              0.0083665,              0.0083665
                    168,                0.90697,                0.69955,                 1.2235,                0.94529,                0.95336,                0.97829,                0.79487,                0.76412,                0.40661,                 1.0811,              0.0083566,              0.0083566,              0.0083566
                    169,                0.91779,                0.70992,                 1.2324,                 0.9464,                0.95134,                0.97834,                0.79522,                0.76316,                0.40634,                 1.0802,              0.0083467,              0.0083467,              0.0083467
                    170,                0.91537,                0.70169,                 1.2279,                0.94629,                0.95284,                0.97841,                0.79584,                0.76237,                0.40591,                 1.0795,              0.0083368,              0.0083368,              0.0083368
                    171,                0.91902,                0.71497,                 1.2325,                0.94641,                0.95258,                0.97844,                0.79602,                0.76147,                0.40555,                 1.0787,              0.0083269,              0.0083269,              0.0083269
                    172,                0.91668,                0.71676,                  1.231,                0.94628,                0.95242,                 0.9784,                0.79638,                0.76062,                0.40479,                  1.078,               0.008317,               0.008317,               0.008317
                    173,                0.92076,                0.71458,                 1.2305,                0.94647,                 0.9528,                0.97838,                0.79686,                0.75955,                0.40432,                 1.0771,              0.0083071,              0.0083071,              0.0083071
                    174,                0.91993,                0.71409,                 1.2355,                0.94602,                0.95246,                0.97822,                0.79693,                0.75841,                0.40395,                 1.0761,              0.0082972,              0.0082972,              0.0082972
                    175,                0.91855,                 0.7151,                 1.2303,                0.94668,                 0.9536,                0.97842,                0.79727,                0.75737,                0.40329,                 1.0751,              0.0082873,              0.0082873,              0.0082873
                    176,                 0.9186,                0.70954,                  1.229,                0.94592,                0.95293,                0.97824,                0.79784,                0.75621,                0.40263,                 1.0741,              0.0082774,              0.0082774,              0.0082774
                    177,                0.91944,                0.71267,                  1.232,                0.94586,                0.95365,                0.97834,                0.79825,                0.75538,                0.40198,                 1.0734,              0.0082675,              0.0082675,              0.0082675
                    178,                0.91474,                  0.706,                 1.2271,                0.94589,                0.95416,                 0.9783,                0.79863,                0.75444,                0.40153,                 1.0726,              0.0082576,              0.0082576,              0.0082576
                    179,                0.91468,                0.70952,                 1.2275,                0.94541,                0.95427,                0.97823,                0.79903,                0.75366,                0.40114,                 1.0719,              0.0082477,              0.0082477,              0.0082477
                    180,                0.91077,                0.71169,                 1.2282,                0.94581,                0.95365,                0.97817,                0.79913,                0.75281,                 0.4012,                 1.0713,              0.0082378,              0.0082378,              0.0082378
                    181,                 0.9168,                0.71611,                  1.231,                0.94682,                0.95355,                0.97841,                0.79947,                0.75212,                0.40088,                 1.0705,              0.0082279,              0.0082279,              0.0082279
                    182,                0.91449,                0.71047,                  1.228,                0.94703,                0.95284,                0.97853,                0.79994,                 0.7513,                0.40034,                   1.07,               0.008218,               0.008218,               0.008218
                    183,                 0.9144,                0.71279,                 1.2319,                0.94673,                0.95436,                 0.9781,                0.80025,                0.75042,                0.40007,                 1.0693,              0.0082081,              0.0082081,              0.0082081
                    184,                0.91824,                0.70432,                 1.2286,                0.94668,                 0.9548,                0.97838,                0.80038,                0.74969,                0.39968,                 1.0689,              0.0081982,              0.0081982,              0.0081982
                    185,                0.91177,                0.70209,                 1.2243,                0.94774,                0.95489,                0.97835,                0.80031,                0.74891,                0.39944,                 1.0684,              0.0081883,              0.0081883,              0.0081883
                    186,                0.91089,                0.70671,                 1.2243,                0.94845,                0.95533,                 0.9786,                0.80043,                0.74806,                0.39928,                 1.0678,              0.0081784,              0.0081784,              0.0081784
                    187,                0.91378,                0.70059,                 1.2235,                0.94778,                0.95494,                0.97863,                0.80065,                0.74711,                0.39907,                  1.067,              0.0081685,              0.0081685,              0.0081685
                    188,                0.91361,                0.70303,                 1.2251,                0.94737,                0.95592,                0.97862,                0.80111,                0.74594,                0.39869,                 1.0659,              0.0081586,              0.0081586,              0.0081586
                    189,                0.91167,                0.70297,                 1.2246,                0.94553,                0.95842,                0.97864,                 0.8016,                0.74459,                0.39831,                 1.0646,              0.0081487,              0.0081487,              0.0081487
                    190,                0.90883,                0.69851,                 1.2196,                0.94814,                0.95585,                0.97853,                0.80249,                0.74358,                0.39747,                 1.0637,              0.0081388,              0.0081388,              0.0081388
                    191,                0.90975,                0.70303,                 1.2241,                0.94791,                0.95545,                0.97894,                0.80263,                0.74266,                0.39718,                  1.063,              0.0081289,              0.0081289,              0.0081289
                    192,                0.90965,                0.70198,                 1.2241,                0.94873,                0.95599,                0.97913,                 0.8031,                 0.7415,                0.39705,                 1.0619,               0.008119,               0.008119,               0.008119
                    193,                0.90493,                0.69028,                 1.2213,                0.94935,                0.95556,                0.97918,                0.80331,                 0.7404,                0.39642,                 1.0611,              0.0081091,              0.0081091,              0.0081091
                    194,                0.90535,                0.69603,                 1.2203,                0.94826,                0.95554,                0.97907,                0.80433,                0.73936,                0.39596,                 1.0601,              0.0080992,              0.0080992,              0.0080992
                    195,                0.90534,                0.69811,                 1.2188,                0.95012,                0.95455,                0.97933,                 0.8051,                0.73845,                 0.3954,                 1.0593,              0.0080893,              0.0080893,              0.0080893
                    196,                0.90254,                 0.6937,                  1.221,                 0.9498,                 0.9546,                 0.9792,                0.80552,                0.73756,                0.39479,                 1.0586,              0.0080794,              0.0080794,              0.0080794
                    197,                0.90104,                0.69018,                 1.2137,                0.94962,                 0.9545,                0.97936,                 0.8059,                0.73653,                0.39407,                 1.0577,              0.0080695,              0.0080695,              0.0080695
                    198,                0.90039,                0.69447,                 1.2136,                0.95028,                0.95458,                0.97942,                0.80596,                0.73566,                0.39355,                 1.0569,              0.0080596,              0.0080596,              0.0080596
                    199,                0.89508,                0.68796,                 1.2138,                0.95024,                0.95566,                 0.9796,                0.80627,                0.73448,                0.39318,                 1.0561,              0.0080497,              0.0080497,              0.0080497
                    200,                0.89503,                 0.6894,                 1.2156,                0.94889,                 0.9569,                0.97963,                0.80645,                0.73339,                0.39263,                 1.0551,              0.0080398,              0.0080398,              0.0080398
                    201,                0.89982,                0.69179,                 1.2106,                0.94766,                0.95855,                0.97979,                0.80689,                0.73224,                 0.3917,                 1.0541,              0.0080299,              0.0080299,              0.0080299
                    202,                 0.8943,                0.68606,                 1.2138,                0.94784,                0.95808,                0.97987,                0.80776,                  0.731,                0.39157,                 1.0531,                0.00802,                0.00802,                0.00802
                    203,                0.89131,                0.68828,                 1.2112,                0.94718,                0.95828,                 0.9799,                0.80798,                0.72995,                0.39127,                 1.0522,              0.0080101,              0.0080101,              0.0080101
                    204,                0.89827,                0.69253,                 1.2137,                0.94881,                0.95746,                0.97988,                0.80875,                0.72904,                0.39062,                 1.0514,              0.0080002,              0.0080002,              0.0080002
                    205,                0.77873,                0.57516,                 1.1427,                0.94699,                 0.9587,                0.97993,                  0.809,                0.72806,                0.39012,                 1.0505,              0.0079903,              0.0079903,              0.0079903
                    206,                0.83186,                0.62076,                 1.1736,                0.94667,                0.95856,                0.97993,                0.80935,                0.72711,                0.38939,                 1.0498,              0.0079804,              0.0079804,              0.0079804
                    207,                0.84749,                0.63958,                 1.1848,                0.94653,                 0.9582,                0.97995,                0.81017,                0.72632,                0.38897,                 1.0493,              0.0079705,              0.0079705,              0.0079705
                    208,                0.85969,                 0.6546,                  1.193,                0.94651,                 0.9587,                0.97987,                0.81001,                0.72555,                0.38867,                 1.0485,              0.0079606,              0.0079606,              0.0079606
                    209,                0.86377,                 0.6565,                 1.1932,                0.94688,                0.95851,                0.97974,                0.81029,                0.72482,                0.38842,                 1.0477,              0.0079507,              0.0079507,              0.0079507
                    210,                0.87393,                0.66701,                 1.1999,                0.94734,                0.95823,                0.97968,                0.81094,                0.72393,                0.38823,                 1.0471,              0.0079408,              0.0079408,              0.0079408
                    211,                0.86943,                0.65816,                  1.193,                0.94679,                0.95853,                0.97964,                0.81074,                0.72316,                0.38801,                 1.0463,              0.0079309,              0.0079309,              0.0079309
                    212,                0.88023,                0.67467,                 1.2057,                0.94703,                0.95759,                0.97972,                0.81118,                 0.7225,                0.38729,                 1.0457,               0.007921,               0.007921,               0.007921
                    213,                0.87989,                0.67672,                 1.2032,                0.94822,                0.95751,                0.97973,                0.81129,                0.72163,                 0.3873,                 1.0448,              0.0079111,              0.0079111,              0.0079111
                    214,                0.88446,                0.67865,                  1.204,                 0.9486,                0.95785,                0.97959,                0.81125,                0.72086,                0.38701,                  1.044,              0.0079012,              0.0079012,              0.0079012
                    215,                0.88285,                0.67613,                 1.2072,                0.94824,                0.95813,                0.97978,                0.81198,                0.72012,                0.38657,                 1.0432,              0.0078913,              0.0078913,              0.0078913
                    216,                0.88364,                 0.6741,                 1.2032,                0.94871,                 0.9581,                0.97977,                0.81239,                 0.7192,                0.38637,                 1.0424,              0.0078814,              0.0078814,              0.0078814
                    217,                0.88415,                0.67397,                 1.2047,                 0.9492,                0.95789,                 0.9799,                0.81222,                0.71854,                0.38602,                 1.0418,              0.0078715,              0.0078715,              0.0078715
                    218,                0.88458,                0.67635,                 1.2072,                 0.9471,                0.95945,                0.97973,                0.81259,                0.71761,                0.38557,                 1.0412,              0.0078616,              0.0078616,              0.0078616
                    219,                0.87888,                0.67123,                 1.1997,                0.94701,                0.96002,                0.97975,                0.81285,                 0.7167,                0.38523,                 1.0403,              0.0078517,              0.0078517,              0.0078517
                    220,                0.88312,                0.67896,                 1.2027,                0.94706,                0.96037,                0.97977,                0.81296,                0.71587,                0.38479,                 1.0396,              0.0078418,              0.0078418,              0.0078418
                    221,                 0.8831,                0.67816,                 1.2088,                0.95099,                0.95728,                0.97979,                0.81294,                0.71531,                0.38438,                 1.0392,              0.0078319,              0.0078319,              0.0078319
                    222,                0.88436,                0.68001,                 1.2083,                0.94986,                0.95817,                0.97987,                 0.8129,                0.71462,                0.38403,                 1.0387,               0.007822,               0.007822,               0.007822
                    223,                0.88515,                0.68363,                 1.2064,                0.95046,                0.95829,                0.97979,                0.81307,                0.71397,                0.38423,                 1.0381,              0.0078121,              0.0078121,              0.0078121
                    224,                0.88293,                0.67761,                 1.2054,                0.95044,                0.95781,                0.97983,                0.81331,                0.71364,                0.38354,                 1.0376,              0.0078022,              0.0078022,              0.0078022
                    225,                0.88491,                0.67205,                 1.2027,                0.95287,                0.95532,                0.97991,                0.81332,                0.71302,                0.38362,                 1.0369,              0.0077923,              0.0077923,              0.0077923
                    226,                0.88336,                 0.6699,                 1.1997,                0.95243,                0.95643,                0.97991,                0.81333,                0.71238,                0.38327,                 1.0362,              0.0077824,              0.0077824,              0.0077824
                    227,                0.88021,                0.67571,                 1.2022,                0.95282,                0.95627,                0.97999,                0.81406,                0.71154,                0.38301,                 1.0355,              0.0077725,              0.0077725,              0.0077725
                    228,                0.87931,                0.67042,                 1.1999,                0.95306,                0.95519,                   0.98,                0.81425,                0.71081,                0.38279,                 1.0346,              0.0077626,              0.0077626,              0.0077626
                    229,                0.88595,                0.67933,                 1.2041,                0.95283,                0.95461,                0.97993,                0.81455,                0.71011,                0.38248,                  1.034,              0.0077527,              0.0077527,              0.0077527
                    230,                0.88117,                0.67286,                 1.2025,                0.95258,                 0.9557,                0.98011,                0.81486,                0.70944,                0.38209,                 1.0334,              0.0077428,              0.0077428,              0.0077428
                    231,                0.88116,                0.67132,                  1.201,                0.95126,                0.95601,                0.98011,                0.81528,                0.70877,                0.38165,                 1.0329,              0.0077329,              0.0077329,              0.0077329
                    232,                0.88232,                0.67595,                 1.2024,                0.95174,                0.95558,                 0.9802,                 0.8155,                0.70799,                0.38133,                  1.032,               0.007723,               0.007723,               0.007723
                    233,                0.87964,                0.67214,                 1.2045,                0.95122,                  0.956,                0.98026,                0.81574,                0.70729,                0.38081,                 1.0315,              0.0077131,              0.0077131,              0.0077131
                    234,                0.87379,                0.66511,                 1.1992,                0.95149,                 0.9558,                0.98031,                0.81618,                 0.7065,                0.38054,                 1.0308,              0.0077032,              0.0077032,              0.0077032
                    235,                0.87793,                0.67304,                 1.2001,                0.95223,                0.95577,                0.98025,                0.81661,                0.70577,                0.38032,                 1.0302,              0.0076933,              0.0076933,              0.0076933
                    236,                0.88056,                0.67348,                 1.2004,                0.95315,                0.95508,                0.98023,                0.81596,                0.70495,                 0.3798,                 1.0295,              0.0076834,              0.0076834,              0.0076834
                    237,                0.87819,                 0.6715,                 1.2033,                0.95318,                0.95565,                0.98041,                0.81702,                0.70421,                0.37946,                 1.0289,              0.0076735,              0.0076735,              0.0076735
                    238,                0.87747,                0.66854,                    1.2,                0.95333,                 0.9569,                0.98056,                0.81763,                 0.7036,                0.37922,                 1.0285,              0.0076636,              0.0076636,              0.0076636
                    239,                0.87826,                0.67164,                 1.1998,                0.95332,                0.95659,                 0.9806,                0.81802,                0.70274,                0.37858,                  1.028,              0.0076537,              0.0076537,              0.0076537
                    240,                0.87494,                0.67015,                 1.1981,                0.95433,                0.95701,                0.98077,                0.81829,                0.70211,                 0.3781,                 1.0276,              0.0076438,              0.0076438,              0.0076438
                    241,                0.87547,                0.66495,                 1.2003,                0.95425,                0.95678,                0.98078,                0.81855,                0.70138,                 0.3779,                 1.0271,              0.0076339,              0.0076339,              0.0076339
                    242,                0.87446,                0.66813,                 1.1941,                0.95485,                0.95547,                0.98067,                0.81906,                0.70099,                0.37751,                 1.0268,               0.007624,               0.007624,               0.007624
                    243,                0.86956,                0.66313,                  1.197,                0.95445,                0.95514,                0.98068,                0.81956,                0.70028,                0.37712,                 1.0262,              0.0076141,              0.0076141,              0.0076141
                    244,                0.87218,                0.66834,                 1.1971,                0.95582,                0.95397,                0.98075,                0.81969,                0.69953,                0.37719,                 1.0257,              0.0076042,              0.0076042,              0.0076042
                    245,                0.87812,                0.66907,                 1.1976,                0.95516,                0.95502,                 0.9808,                0.81998,                0.69888,                0.37696,                 1.0251,              0.0075943,              0.0075943,              0.0075943
                    246,                0.86795,                0.65965,                 1.1931,                0.95464,                0.95611,                0.98056,                0.81986,                0.69822,                0.37669,                 1.0244,              0.0075844,              0.0075844,              0.0075844
                    247,                0.87129,                0.66264,                 1.1945,                0.95464,                0.95604,                0.98054,                 0.8198,                0.69767,                0.37643,                 1.0237,              0.0075745,              0.0075745,              0.0075745
                    248,                 0.8686,                0.66351,                 1.1931,                0.95349,                0.95748,                0.98063,                0.81986,                  0.697,                0.37629,                 1.0231,              0.0075646,              0.0075646,              0.0075646
                    249,                0.73592,                0.53737,                 1.1142,                0.95371,                0.95758,                0.98072,                 0.8202,                0.69656,                0.37562,                 1.0229,              0.0075547,              0.0075547,              0.0075547
                    250,                0.79329,                0.58251,                 1.1461,                0.95455,                0.95545,                0.98081,                0.82062,                0.69566,                0.37535,                 1.0222,              0.0075448,              0.0075448,              0.0075448
                    251,                 0.8148,                0.60191,                 1.1608,                 0.9553,                0.95573,                 0.9809,                0.82063,                0.69486,                0.37491,                 1.0217,              0.0075349,              0.0075349,              0.0075349
                    252,                0.82312,                0.62216,                 1.1685,                0.95614,                0.95592,                0.98082,                0.82065,                0.69412,                0.37449,                 1.0211,               0.007525,               0.007525,               0.007525
                    253,                0.82882,                0.62134,                 1.1699,                0.95514,                0.95589,                0.98043,                0.82137,                 0.6936,                 0.3744,                 1.0206,              0.0075151,              0.0075151,              0.0075151
                    254,                0.84287,                0.63301,                 1.1763,                 0.9551,                0.95676,                0.98053,                0.82138,                0.69286,                0.37423,                 1.0198,              0.0075052,              0.0075052,              0.0075052
                    255,                 0.8376,                0.62785,                 1.1715,                 0.9533,                0.95903,                0.98051,                 0.8213,                0.69229,                 0.3739,                 1.0193,              0.0074953,              0.0074953,              0.0074953
                    256,                0.71094,                0.51736,                 1.0982,                0.95331,                0.95907,                0.98047,                0.82149,                0.69158,                0.37357,                 1.0187,              0.0074854,              0.0074854,              0.0074854
                    257,                0.77975,                0.56743,                 1.1381,                0.95342,                 0.9582,                0.98046,                0.82209,                0.69085,                0.37334,                 1.0179,              0.0074755,              0.0074755,              0.0074755
                    258,                0.80411,                0.59211,                 1.1534,                0.95319,                0.95816,                0.98046,                0.82214,                0.69039,                  0.373,                 1.0175,              0.0074656,              0.0074656,              0.0074656
                    259,                0.81836,                0.61192,                 1.1637,                0.95333,                0.95847,                0.98038,                0.82254,                0.68969,                0.37272,                 1.0167,              0.0074557,              0.0074557,              0.0074557
                    260,                0.82155,                0.61526,                 1.1643,                0.95319,                0.95853,                0.98033,                0.82227,                0.68926,                0.37244,                 1.0163,              0.0074458,              0.0074458,              0.0074458
                    261,                 0.8399,                0.62966,                 1.1748,                0.95313,                0.95821,                0.98052,                0.82276,                0.68864,                0.37259,                 1.0157,              0.0074359,              0.0074359,              0.0074359
                    262,                0.83338,                0.62292,                  1.168,                0.95277,                0.95845,                0.98052,                0.82298,                0.68825,                0.37226,                 1.0155,               0.007426,               0.007426,               0.007426
                    263,                0.84391,                0.63628,                 1.1788,                0.95399,                0.95834,                0.98055,                 0.8234,                0.68769,                0.37201,                 1.0151,              0.0074161,              0.0074161,              0.0074161
                    264,                0.84287,                0.64034,                 1.1801,                0.95349,                0.95832,                0.98042,                0.82348,                0.68698,                0.37179,                 1.0146,              0.0074062,              0.0074062,              0.0074062
                    265,                0.85054,                 0.6369,                 1.1799,                 0.9526,                0.95875,                0.98034,                0.82373,                0.68651,                0.37169,                 1.0141,              0.0073963,              0.0073963,              0.0073963
                    266,                0.84691,                0.63884,                 1.1825,                0.95246,                0.95889,                0.98037,                0.82408,                0.68601,                0.37136,                 1.0136,              0.0073864,              0.0073864,              0.0073864
                    267,                0.84773,                0.63995,                  1.181,                0.95252,                0.95888,                0.98039,                0.82386,                0.68546,                0.37101,                 1.0132,              0.0073765,              0.0073765,              0.0073765
                    268,                0.84872,                0.63821,                 1.1806,                0.95276,                0.95908,                0.98053,                0.82417,                 0.6849,                0.37074,                 1.0129,              0.0073666,              0.0073666,              0.0073666
                    269,                0.85277,                0.64026,                  1.184,                0.95315,                0.95846,                0.98052,                0.82424,                0.68431,                0.37043,                 1.0125,              0.0073567,              0.0073567,              0.0073567
                    270,                0.84817,                0.64111,                 1.1798,                0.95327,                0.95804,                0.98049,                0.82469,                0.68355,                0.37059,                  1.012,              0.0073468,              0.0073468,              0.0073468
                    271,                0.85136,                 0.6457,                 1.1828,                0.95392,                0.95642,                0.98062,                0.82469,                0.68337,                0.37028,                  1.012,              0.0073369,              0.0073369,              0.0073369
                    272,                0.84572,                0.64456,                 1.1818,                0.95373,                0.95716,                 0.9805,                0.82469,                0.68307,                0.37028,                 1.0117,               0.007327,               0.007327,               0.007327
                    273,                0.85021,                0.64777,                 1.1825,                0.95334,                  0.957,                0.98056,                0.82484,                0.68257,                0.37022,                 1.0114,              0.0073171,              0.0073171,              0.0073171
                    274,                0.85244,                 0.6451,                 1.1805,                0.95535,                0.95671,                0.98061,                0.82531,                0.68212,                0.37019,                  1.011,              0.0073072,              0.0073072,              0.0073072
                    275,                0.85262,                0.64582,                 1.1848,                0.95288,                0.95766,                0.98061,                0.82547,                0.68174,                 0.3697,                 1.0107,              0.0072973,              0.0072973,              0.0072973
                    276,                0.85584,                0.64111,                 1.1823,                 0.9529,                0.95705,                0.98008,                0.82571,                0.68127,                0.36954,                 1.0105,              0.0072874,              0.0072874,              0.0072874
                    277,                 0.8492,                0.63937,                 1.1763,                0.95159,                0.95869,                 0.9803,                0.82567,                0.68098,                0.36966,                 1.0104,              0.0072775,              0.0072775,              0.0072775
                    278,                0.85088,                0.64779,                 1.1813,                 0.9517,                 0.9596,                0.98032,                0.82562,                0.68034,                0.36941,                 1.0099,              0.0072676,              0.0072676,              0.0072676
